QuestionType,Asin,AnswerTime,UnixTime,Question,AnswerType,Answer,Category
yes/no,B002K9IPOC,"Jul 19, 2014",1405753200.0,"if i use it to record videos, will this work?",?,I don't know that it would. The purpose of the Satechi mount is to use the iPhone as a GPS unit in your vehicle.,Cell Phones and Accessories
yes/no,B002K9IPOC,"Jul 9, 2014",1404889200.0,does this fit the samsung galaxy 5s active?,Y,Yes it is universal which means it will fit any phone.,Cell Phones and Accessories
yes/no,B002KERJUI,"Nov 30, 2012",1354262400.0,IS THIS -PHONE UNLOCKED,Y,"Yes, it is.",Cell Phones and Accessories
yes/no,B002KERJUI,"Jun 5, 2013",1370415600.0,"hi if i buy this phone, can it be used in trinidad with a digicel sim card?",Y,"Dear Customer, yes it will work in Trinidad. It is unlocked to work on any GSM network worldwide",Cell Phones and Accessories
yes/no,B002KERJUI,"Aug 22, 2014",1408690800.0,Can it be used in Venezuela?,N,"No, nunca funciono perd todo el dinero y nunca se hicieron responsable",Cell Phones and Accessories
yes/no,B002KERJUI,"Nov 30, 2013",1385798400.0,does it have wifi?,N,"no, do not bring wifi",Cell Phones and Accessories
yes/no,B002KERJUI,"May 22, 2013",1369206000.0,Can this phone be used with an AT&amp;T SIM card?,N,No amigo es un total fraude no se lo recomiendo busque otro vendedor,Cell Phones and Accessories
open-ended,B002KERJUI,"May 15, 2012",1337065200.0,"ok buenas tardes, como se yo si este telefono es GSM o normal de chip? ok buenas tardes, como se yo si este telefono es GSM o normal de chip?",,"Buenas tardes, este telefono tiene camara.",Cell Phones and Accessories
open-ended,B002KH2E1O,"Apr 6, 2014",1396767600.0,hi the phone has arabic or not thanx,,Just checked my E52 Languages Menu and Arabic was not one of the choices,Cell Phones and Accessories
open-ended,B002KH2E1O,"Oct 2, 2014",1412233200.0,what is the color of this,,Mine has a somewhat dark satin nickel finish,Cell Phones and Accessories
yes/no,B002KH2E1O,"Jul 29, 2014",1406617200.0,Can I to install it Whatsapp?,N,I did not try to install Whatsapp on this Nokia device since I am using it for calls only.,Cell Phones and Accessories
yes/no,B002KH2E1O,"Jun 2, 2014",1401692400.0,Is it with Arabic letter,?,"No,it is not",Cell Phones and Accessories
yes/no,B002KH2E1O,"Jul 28, 2013",1374994800.0,can we use this cellphone in the philippines,Y,"Hello, Yes this cellphone is unlocked, it means you can use it with any GSM sim card i nany country. Regards, Hanna Oliver HIGH-TECH GLOBAL",Cell Phones and Accessories
yes/no,B002KQLUVU,"Feb 23, 2011",1298448000.0,can this phone be used in venezuela,?,"chicos yo compre uno todo perfecto lo uso con movilnet funciona pin y EDGE perfectamente, a mi me llego caja sellada dentro de otra de carton de amazon muy bien envuelto asi que se puede comprar con confianza para venezuela",Cell Phones and Accessories
yes/no,B002KQLUVU,"Jun 5, 2013",1370415600.0,will it work in India?,Y,"yes the phone will defenately work in I ndia , IT WILL WORK IN ANY 850,900 1900AND UP.",Cell Phones and Accessories
yes/no,B002KQLUVU,"Oct 13, 2013",1381647600.0,will this phone work in Australia with a prepaid sim card purchased there?,Y,yes it work anywhere in the world,Cell Phones and Accessories
yes/no,B002KQLUVU,"Nov 16, 2013",1384588800.0,does it work with simcard,Y,Yes,Cell Phones and Accessories
yes/no,B002KQLUVU,"Nov 13, 2013",1384329600.0,would it work in d Caribbean with a prepaid sim purchase there?,Y,Yes I am using mine in the Caribbean. I know it works with Lime and Digicel. It should work with any other sim card,Cell Phones and Accessories
yes/no,B002KQLUVU,"Mar 21, 2014",1395385200.0,Does it carry in T-Mobile?,Y,"If its unlocked it should carry any Network that uses a GSM sim card, which includes T-Mobile. So the answer is yes.",Cell Phones and Accessories
open-ended,B002KQLUVU,"Nov 17, 2011",1321516800.0,"This phone should work in Ecuador with Claro: Could someone tell me if this phone works in Ecuador with course and if there is to unlock SIM card to work, or work with AT &amp; T or T-mobile?",,it's unlocked so that means that'll work with claro movistar and maybe allegro I live in Loja I bought this cellphone and it works just fine.,Cell Phones and Accessories
yes/no,B002KQLUVU,"Apr 2, 2015",1427958000.0,"does it take a sim card, if so what type?",Y,"Yes, a micro SD card, they sell them in Wal-Mart or other stores, different brands, as well as storage capacities.",Cell Phones and Accessories
yes/no,B002KQLUVU,"Jan 16, 2015",1421395200.0,is this a smart phone?,N,No,Cell Phones and Accessories
yes/no,B002KQLUVU,"Sep 30, 2014",1412060400.0,Is there a warranty for this phone?,Y,yes so good this phone,Cell Phones and Accessories
yes/no,B002L7DQF6,"Jan 6, 2015",1420531200.0,Does this Phone work in Venezuela?,Y,I purchased the phone for my daughter and she said it didn't work well overseas.,Cell Phones and Accessories
open-ended,B002L7DQF6,"Dec 9, 2014",1418112000.0,this phose use sim card?,,Yes.,Cell Phones and Accessories
open-ended,B002L7DQF6,"Sep 1, 2014",1409554800.0,"I bought this phone a few days ago, took it to Angola and neither the internet nor the other network programs are not working. even the weather forecast and the bluetooth are not working. What can i do to make it work properly?",,Was returned the item This phone doesn't work,Cell Phones and Accessories
yes/no,B002L7DQF6,"Aug 24, 2014",1408863600.0,Does this Phone work in India?,Y,Yes work in india,Cell Phones and Accessories
yes/no,B002L7DQF6,"Aug 5, 2014",1407222000.0,is this GSM compatible?,Y,Yes,Cell Phones and Accessories
open-ended,B002L7DQF6,"Aug 1, 2014",1406876400.0,What size SIM does it take?,,standard sim,Cell Phones and Accessories
yes/no,B000Q6UPZI,"Dec 1, 2013",1385884800.0,is this a replacement foil for the Braun 7526,?,I don't believe so.,Health and Personal Care
yes/no,B000Q6UPZI,"Jul 5, 2013",1373007600.0,Is this a replacement foil for the Series 7 760 cc?,?,It was the Series 7 790 cc,Health and Personal Care
yes/no,B000Q7TJ86,"Jun 19, 2013",1371625200.0,Could the seller please indicate the number of tubes for $50?,?,My order was for the 2012 holiday season - at that time I got 6 tubes in the pack,Health and Personal Care
open-ended,B000Q7TJ86,"Jun 7, 2013",1370588400.0,how many for $50.00 ?,,"In the stores in my area, they run about $10.00 per tube. On Amazon they were less - but then of course you have to pay shipping. It ended up being about $1.00 less per tube than in a retail store (in my area - southeast PA). So I guess the answer to your inquiry would be ~6 tubes for $50.00.",Health and Personal Care
open-ended,B000Q7TJ86,"Apr 8, 2014",1396940400.0,How many 3.5 oz tubes are in this price for $49.97?,,"THIS ITEM WAS DISCONTINUED and cannot be found in stores. The listing is for ONE tube, NOT SIX.",Health and Personal Care
open-ended,B000Q96XC4,"Aug 12, 2014",1407826800.0,where can i get a replacement charger,,Good afternoon. I had to actually order another shaver.,Health and Personal Care
yes/no,B000Q96XC4,"Dec 21, 2013",1387612800.0,Is this shaver okay to use in the shower?,?,It should be safe to use in the shower as long as it is not being charged from an outlet.,Health and Personal Care
open-ended,B000Q96XC4,"Dec 14, 2014",1418544000.0,What power cord for sp 12,,KHU033200 modelac/dc adaptor,Health and Personal Care
open-ended,B000Q96XC4,"Aug 18, 2014",1408345200.0,replacement charger,,I just got another shaver. Maybe there's a charger on eBay...,Health and Personal Care
open-ended,B000Q96XC4,"May 23, 2014",1400828400.0,What voltage can we use with the AC adapter? Can we use both 110 and 220 volt outlet?,,"Adapter is marked for 110 Volts AC only. Remember, it's only a $10.00 shaver.",Health and Personal Care
open-ended,B000Q96XC4,"Jun 26, 2013",1372230000.0,how do you change the blades?,,"Perhaps I'm missing something. I've had the shaver for over a year & not had to change the blades. As they're self-sharpening & easily cleaned with water, I don't see the need to change them. What comes with the shaver is a screen to replace the original one. Is that protective screen the thing you're looking to replace? If not, let me know & I'll try to help further. I'd suggest contacting the seller or manufacturer. Best wishes.",Health and Personal Care
open-ended,B000Q96XC4,"Jan 25, 2014",1390636800.0,Where can I buy replacement screens?,,"Not sure. My shaver came with a spare, and when that wore out, I got a new shaver.",Health and Personal Care
yes/no,B000Q9M44K,"Sep 18, 2013",1379487600.0,Does the red light flash when you have voice mail,?,"Hi Janice- your mileage will vary depending on your phone provider, but ours does light up when there is a voicemail- or it flashes. We don't seem to know what the difference between the flash and the steady light means. We really like the phone- the only thing I would add is a backlight to the display.",Health and Personal Care
open-ended,B000Q9M44K,"Feb 25, 2015",1424851200.0,where is the mute button?,,"I've never used a mute function on the phone. There are buttons to increase and decrease volume, but I don't imagine they are intended to mute the phone. Sorry I can't be more helpful.",Health and Personal Care
open-ended,B000Q9M44K,"Nov 15, 2014",1416038400.0,What are the phone dimensions? How wide is it?,,"Approximate dimensions are 9"" (length) x 7"" (width) x 3"" (height). While these dimensions are approximate, they're really pretty close. The height with the handset is about 4"".",Health and Personal Care
yes/no,B000Q9M44K,"Feb 9, 2014",1391932800.0,Can the ringer be set to silent at the lowest ringer setting? I only need for outgoing calls and never want to hear it ring.,?,Don't know .i would email manufacturer,Health and Personal Care
yes/no,B000Q9M44K,"Dec 10, 2013",1386662400.0,can you attach external speakers to base,N,"No, there is no slot for external speakers, only for a phone line.",Health and Personal Care
yes/no,B000Q9M44K,"Dec 11, 2013",1386748800.0,Do all the functions (ex. Caller ID) work with cable phone service?,?,"I have cable phone service and caller ID works. I do not use the voicemail function however, so I don't know if it works well.",Health and Personal Care
yes/no,B000QA2IHC,"Dec 26, 2013",1388044800.0,Can this be used on platinum?,Y,Yes I have 2 platinum rings and have had no problem..and they are expensive rings so if I use this it is safe.,Health and Personal Care
open-ended,B000QA2IHC,"Dec 16, 2014",1418716800.0,Is it okay on white gold? Will it rub the rhodium plating off my ring?,,Great on white gold. It will not harm the rhodium plating. Just do not leave your jewelry in it soaking for hours or overnight. Follow the instructions.,Health and Personal Care
yes/no,B000QA2IHC,"Sep 3, 2013",1378191600.0,"my gold earring gets green stain on it, which i supposed is copper salt. may i use this product to get rid of the green stain?",?,You should be able to but gold does not get green if it is real gold. If it is an alloy the cleaner should work. T,Health and Personal Care
yes/no,B000QA2IHC,"Apr 12, 2015",1428822000.0,does this clean silver jewelry,?,You'd be better off getting their cleaner specifically for silver- I have both..,Health and Personal Care
yes/no,B000QA2IHC,"Mar 8, 2014",1394265600.0,Can I clean pearls safely with this?,N,"No; use the ""Delicate"" brand, specifically for semi-precious stones, pearls, and costume jewelry.",Health and Personal Care
open-ended,B000QA2IHC,"Jan 22, 2014",1390377600.0,"well this be okay on stainles steel watches, and also for the glass part ?",,"The back of the jar suggests the product be used on diamonds, precious stones, platinum and gold. I would suggest using a sterling silver cleaner for the band and vinegar and water for the glass part.",Health and Personal Care
yes/no,B000QA2IHC,"Mar 10, 2015",1425970800.0,CAN THIS SOLUTION BE USED IN THE SONIC CLEANER?,Y,"yes, although I often use just a little dish detergent, and warm water...",Health and Personal Care
yes/no,B000QA2IHC,"Feb 17, 2015",1424160000.0,"I have a silver plated plaque I need cleaned, can you recommend a good product",?,"I would think so, maybe using a cotton ball. I have only used it on jewelry though.",Health and Personal Care
yes/no,B000QA2IHC,"Feb 14, 2015",1423900800.0,"I have a sterling silver ring with real diamonds and lab created emerald, will it be safe?",?,"You probably could, but I would use wipes instead. I wouldn't get the silver solution or this precious metal solution, I would recommend these silver wipes:",Health and Personal Care
open-ended,B000QA2IHC,"Feb 5, 2015",1423123200.0,"I have a bottle that's around 5-6 years old. Recently, i tried to clean my sterling silver earrings with it and it didnt work. expired?",,"I really don't know..it gets dark quite soon...with the dirt earrings, and rings have. I buy a new one every year because it works when the liquid is clear as water",Health and Personal Care
open-ended,B000QB5SCI,"Feb 5, 2014",1391587200.0,Does it contain Inulin or FOS?,,"NO it does not. Inulin: Friend or Foe? by Patty Donovan (NaturalNews) Inulin seems to be the latest health food craze. In this article, I will present both sides of the inulin story. Is it for everybody? Most certainly not, but very few things are. A personal experience drove me to research inulin. This past May, when I first started eating what I call real food (nothing processed), I started buying an organic plain yogurt to replace the yogurt sweetened with Splenda that I had been eating. After less than 2 weeks of eating this yogurt, I ended up in the emergency room with a partial bowel obstruction. Can I prove this was the result of inulin? No, of course not, but it was the only thing I was eating that I had never eaten before AND upon discontinuing this yogurt, my symptoms resolved within a few days. I have been drinking milk kefir, water kefir, Kombucha Tea and lacto-fermented vegetables for several months now. I know I have dramatically improved my intestinal flora and have a hunch that I could now safely consume products containing inulin. The question remains: Do I want to? First of all, what is inulin? Inulin is a carbohydrate belonging to a class of compounds known as fructans and is closely related to fructo-oligosaccharides (FOS). Although they aren't the same, you will often find them used interchangeably. These are all starches (carbohydrates), just varying in structure. Since inulin is not absorbed from the gastrointestinal tract, it is considered to be a fiber. It is a soluble fiber as opposed to cellulose which is insoluble. Inulin/FOS also goes by names such as Neosugar, Alant Starch, Atlanta Starch, Alantin, Dahlin, Helenin, and Diabetic Sugar. It also has a slightly sweet taste and is very low on the glycemic index making it suitable for diabetics. There are even some claims it can be used as a sugar substitute. It is found naturally mostly in root vegetables. Tiny amounts are found in onions and garlic, while much larger amounts are found in starchy roots such as chicory root and Jerusalem artichokes (sun chokes), although inulin content in these vegetables can vary according to season and harvest time. Storage also affects the differing carbohydrate levels - sometimes they are high in inulin and sometimes they don't contain any. Because inulin isn't digested in the upper gastrointestinal tract, it reaches the large intestine intact where it is fermented by your native bacteria. Currently, inulin is promoted primarily as a pre-biotic and as a fiber supplement. Prebiotics are defined as: Non-digestible food ingredients that beneficially affect the host by selectively stimulating the growth and/or activity of one or a limited number of bacteria in the colon, and thus improve host health. The good properties of inulin: Inulin is being touted as a pre-biotic and showing up in all kinds of foods, especially in dairy. Because it transits to the large intestine almost unchanged, inulin essentially serves as fertilizer for the bacteria in your colon. Certain lactobacillus species of bacteria have been shown to preferentially ferment inulin/FOS, especially the Bifidus species. For this reason, it is being promoted as a supplement to feed the good bacteria in our guts. Bifidobacteria digest inulin to produce short chain fatty-acids, such as acetic, propionic, and butyric acids. The first two fatty acids can be used by the liver for energy production, while butyric acid has been shown to have cancer-preventing properties within the intestine. Recent animal research also shows that inulin prevents precancerous changes in the colon. The feeding of inulin/FOS to human volunteers alters the gut flora composition in favor of one of the good guys, bifidobacteria. More studies in people need to be done to determine the value of prebiotics. It may be possible to prevent various gastrointestinal complaints through the selectively targeting specific gut bacteria. Other studies indicate that lactobacillus, bifidobacteria and other non-pathogenic bacteria create environments in which pathogenic bacteria are inhibited by modifying pH, producing surfactants that keep pathogens from binding to the lining of the gut and making compounds that are toxic to the undesired bacteria. Another very interesting study that shows a benefit of ingesting inulin was done by Institute of Human Nutrition and Food Science, at the University of Kiel, Germany. In hamsters, inulin was able to lower VLDL, but not LDL and HDL, although the mechanism of action wasn't fully understood. Other studies show that nondigestible oligosaccharides can increase the absorption of several minerals (calcium, magnesium, in some cases phosphorus) and trace elements (mainly copper, iron, zinc). Ok, at this point you may be thinking great . . . what's the problem? The bad properties of inulin: Manufacturers claim that inulin/FOS specifically feeds only good bacteria. Unfortunately, this isn't reality. A good example is Klebsiella. Recent studies have shown that inulin/FOS encourages the growth of Klebsiella, a bacteria implicated in Ankylosing Spondylitis and in increased intestinal permeability (leaky gut). Although present in the colon of most people, it is held in check by beneficial bacteria and is harmless WITHIN the colon. Once it gets to other areas of the body, Klebsiella becomes a major cause of infection (and sometimes death), causing serious infections in the urinary tract, pneumonia and in wounds. Inulin/FOS may indeed promote the growth of lactobacillus bacteria, but what other potentially harmful bacteria are being fed at the same time? Furthermore, many different species of yeast are able to utilize inulin/FOS for energy including Candida Albicans. These same manufacturers also claim that because inulin is found naturally it must be fine. Here's a good example of why this reasoning is flawed. Sucrose (table sugar) is naturally found in beets, sugar cane, oranges, and other plants. Humans removed this naturally occurring substance from a whole food source and refined it into a chemical. Sucrose is probably one of the most unhealthy food additives in human history. Another example, even worse than sucrose, is the refining of corn into High Fructose Corn Syrup which is now known to cause heart disease among many other problems. We should learn from our experiences with these and apply them to inulin/FOS. Instead of adding refined, super concentrated inulin/FOS to your food, eat the foods that naturally contain inulin/FOS. The body is genetically adapted to certain foods and as we continue to mess with our food chain, our health suffers the consequences. Of the nutritional fibers, cellulose was the most likely to be included in a traditional hunter-gatherer diet. Cellulose is an insoluble fiber that is slowly fermented by the microbial population in the human colon. Inulin/FOS is a soluble fiber that is quickly and easily fermented. ""The difference between cellulose (a food we are adapted to) and inulin/FOS (a food we are not adapted to in large quantities) is like the difference between a slow burning ember and a raging fire. Who likes playing with fire?"" (http://www.healingcrow.com/ferfun/conspiracy/conspiracy.html) . There has been one documented case of anaphylactic reaction to inulin. As it permeates the food supply, there will likely be more and more reports of allergy and/or intolerance to inulin/FOS. Symptoms of intolerance usually include flatulence, bloating, cramps, abdominal pain, diarrhea and rarely, constipation. Basically, the worse the natural population of bacteria and yeasts in your colon, the worse the symptoms of intolerance. Some studies in people not known to regularly ingest inulin have shown that people's reactions vary greatly. It has been determined that people fall into one of three categories regarding sensitivity to inulin: 1) nonsensitive persons can consume 30 g/d (grams per day) or more of the compound with little or no symptoms as described 2) sensitive persons can consume 10 g/d of the compound without discomfort but might experience undesirable reactions with doses of 20 g/d; 3) very sensitive persons can experience symptoms of intolerance at doses as small as of 10 g/d. Unfortunately, these studies did not include analysis of the flora initially present in the colon. Undoubtedly, inulin and FOS have many beneficial actions. The disadvantage seems to be in taking inulin/FOS when the colon is filled with ""bad"" bacteria and yeast (dysbiosis) because then it may cause major problems. This may be helped by taking a probiotic along with inulin/FOS. Another very strong caveat is past history with taking a single ingredient out of a whole food and refining it. Over and over this has been shown to be deleterious to our health. At this time, I think the verdict is still out on these substances. If you think inulin may be helpful to you, ingest it in the form of a whole food; by eating chicory root, Jerusalem artichokes or other foods naturally high in this substance. All ingredients present in whole foods work harmoniously with each other. Just as refining a single ingredient in an herb and calling it ""medicine"" often results in a deadly poison, so too does refining a single ingredient out of whole food often turns that ingredient into a toxic substance. Sources: http://www.raysahelian.com/inulin.html http://www.healingcrow.com/ferfun/conspiracy/conspiracy.html http://jn.nutrition.org/cgi/content/full/129/7/1412S http://jn.nutrition.org/cgi/content/abstract/128/11/1937 http://jn.nutrition.org/cgi/content/abstract/137/11/2513S Reddy BS, Hamid R, Rao CV Effect of dietary oligofructose and inulin on colonic preneoplastic aberrant crypt foci inhibition. Carcinogenesis 1997 Jul;18(7):1371-1374 Dietary modulation of the human gut microflora using the prebiotics oligofructose and inulin. J Nutr 1999 Jul;129(7 Suppl):1438S-41S",Health and Personal Care
open-ended,B000QB5SCI,"Sep 1, 2013",1378018800.0,"How many CFUs actually in each capsule? The front of the box pictured only indicates ""15 Billion Probiotic Cells DAILY""--not per capsule!",,"On the back it states - ""HSO Probiotic Blend (5 Billion CFU) 410mg per servering"" and the serving size equals 1 capsule.",Health and Personal Care
yes/no,B000QB5SCI,"Feb 3, 2014",1391414400.0,does it have acidophilus and bifida bacteriumin,?,"Yes, it has all the probiotics needed to digest dairy products. However, no probiotic I have found anywhere addrreses the bacteria needed to digest meat or produce. That can only come from fermented grown foods. Traditional, not canned, saurkraut, kimchee, natto, ect. I have found a small company that makes organic fermented veggies by hand and ships them for a reasonable but of course premium price. You can buy the starter fermentation and do your own organic fresh veggies yourself and perpetuate it or buy any organic fermented--not just refrigerated but actual fermentation, NOT vinegar preserved or salt preserved produce, but fermentated and raw not pasturized, which kills the good stuff you want. I have searched hi and low aand every capsule has the stuff for milk but not for meat and green growing things proper digestion. Also you cannot be on antacids or proton pump inhibitors or you will not digest meat which needs stomach acid to be digested. I have gastric reflux and had to go off the prescription to enable my body to fix its many problems re digestion, but I am also an RN. So just as good as any in health food store, better quality but not the all in one you may want like I did as it does not exist.",Health and Personal Care
open-ended,B000QB5SCI,"Sep 10, 2013",1378796400.0,How are these shipped? since they are suppose to be refrigerated?,,Sorry we do not ship with any ice packs. They do not need any refrigeration for short time during shipping. When opened for use or when kept in inventory they should be kept under refrigeration. Thank you House of Nutrition,Health and Personal Care
open-ended,B000QB5SCI,"Sep 9, 2013",1378710000.0,Why is it not refrigerated?,,Garden of Life knows the durability of their product and they have seen no negative results to storing this product at room temperature. They have also not seen any advantages to keeping this product refrigerated. We hope this helps!,Health and Personal Care
open-ended,B000QB5SCI,"Jul 11, 2014",1405062000.0,"It is my understanding that the Probiotic product is supposed to be kept refrigerated. When ordered over the internet, how is it kept cool?",,"Hi John, Primal Defense ULTRA is not a heat-sensitive product. The probiotics are activated once they come into contact with moisture. The heat-sensitive probiotics from Garden of Life are the RAW Probiotics, and if purchased from Apple A Day & Beyond, are shipped with silver thermal bubble wrap and ice packs to retain integrity during shipping. Please let us know if we can be of any further assistance and have a great day!",Health and Personal Care
open-ended,B000QB5SCI,"Mar 12, 2014",1394607600.0,vegan?,,I just got an email response from Garden of Life about the Primal Defense Ultra. They said that one of the ingredients has to be grown in a medium of milk. Primal Defense Ultra could contain trace amounts of milk so it would not be considered strictly vegan. The vast majority of the milk would be consumed during fermentation. I hope that information was helpful.,Health and Personal Care
open-ended,B000QB5SCI,"Oct 17, 2013",1381993200.0,This product does not list what it contains,,"Hi Annie' These are some of the ingredients: Iron 1.8mg,HSO Probiotic Blend[5 billion CFU]-410mg, Saccharomrces boulardii, Barley Grass, Oat Grass, Lactobacillus plantarum,Bacillus subtilis, Lactobacillus paracasei, Bifidobacterium longum, Bifidobacterium breve, Bifidobacterium lactis, Lactobacillus acidophilus, Lactobacillus salivarius, Lactobacillusrhamnosus, Lactobacillus casei, Ionic Plant Based Minerals 290mg--hope that helps, Sharon",Health and Personal Care
yes/no,B000QB5SCI,"Jul 13, 2014",1405234800.0,does it need to be refridgerated,N,No,Health and Personal Care
open-ended,B000QB5SCI,"Aug 29, 2013",1377759600.0,After the bottle is open where to store it ?In the fridge ?,,"Here is info. from Garden of Life for Primal Defense Ultra: http://www.gardenoflife.com/Products-for-Life/Digestive-Health/Primal-Defense.aspx Scroll down to the table; the answer is no (whereas a lot of such products do need refrigeration, PL Primal Defense Ultra does NOT). I believe the box it comes in also says that, but the bottle does not. Also, it is a tinted glass bottle, so no worry about sunlight either.",Health and Personal Care
yes/no,B000QB5UC6,"Nov 7, 2013",1383811200.0,I want to buy this product only after I find a strap and watch that would work with this logger. Could somoene suggest a compatible strap and watch?,?,I use a Polar F6 and a Polar strap T34 and the strap is also compatible with a Nordic Track product. Not compatible with my Garmin 305 (which by the way is a worthless piece of junk) Sorry for straying away from the question.,Health and Personal Care
open-ended,B000QB5UC6,"Mar 28, 2014",1395990000.0,the orange flashes when i first fire it up. I can not download to get rid of it or if i follow the steps in the manual it still remains. How do i fix it?,,I could never get it to work.,Health and Personal Care
yes/no,B000QB5UC6,"Aug 5, 2013",1375686000.0,Could someone recommend a good chest strap to use with this device?,Y,I use a polar. either # 31 or 34. It compatible with a polar watch and a nordic trac machine,Health and Personal Care
yes/no,B000QB5UC6,"Aug 16, 2014",1408172400.0,Will this device pickup and display on the graph when the heart goes into and out of A-fib. Thanks for your response.,?,"Sorry, I don't know.",Health and Personal Care
open-ended,B000QB5UC6,"Dec 25, 2012",1356422400.0,"Will this work with only a chest strap? or, do you need a watch too? Oregon Scientific WM100 Scientific Smartsync Data Logger Heart Rate Monitor with",,it works with a chest strap only but it's nice to have a watch or something to monitor your h.r. while exercising,Health and Personal Care
yes/no,B000QB5UC6,"Dec 25, 2012",1356422400.0,Will this item display your heart rate as you excercise? (TheOregon Scientific WM100 Scientific Smartsync Data Logger Heart Rate Monitor with PC Downl,N,"No. I just logs data, you could see your pulse on your watch.",Health and Personal Care
open-ended,B000QD6GKE,"Jul 8, 2014",1404802800.0,Is it whole fruit or is the active ingredient extracted? Does it contain the same amount of fructose as the fruit?,,What is says in the Supplement Facts is Tart Cherry (Prunus cerasus) (fruit concentrate) 12000 mg. (Providing 10 mg (0.8%) Anthocyanins). You would get a more direct answer inquiring at www.natureslife.com or 800-247-6997 as printed on the bottle.,Health and Personal Care
open-ended,B000QD6GKE,"Jul 7, 2014",1404716400.0,Is this a powdered fruit or an extract?,,Based on the info on the bottle it seems to be an extract.,Health and Personal Care
open-ended,B000QD6GKE,"Jun 13, 2014",1402642800.0,What is the equivalent of cherrys per tablet? 15-25-45?,,Maybe 45?,Health and Personal Care
yes/no,B000QF5NIS,"Jun 14, 2014",1402729200.0,is this plant based calcium?,N,"No, Derived from BSE-free grass fed, free range australian cattle. -From product package.",Health and Personal Care
open-ended,B000QF5NIS,"Jun 20, 2013",1371711600.0,"How BIG are the pills? I cannot take large pills like most of the glucosamine-chondroitin, mega vites, and calcium supplements are.",,They are not huge. About the size of a Tylenol Capsule. You could even break it in half and take half at a time.,Health and Personal Care
open-ended,B000QF5NIS,"Jun 20, 2013",1371711600.0,"How BIG are the pills? I cannot take large pills like most of the glucosamine-chondroitin, mega vites, and calcium supplements are.",,"No, they aren't jumbo pills. I would say medium-sized. I think they are easy to swallow.",Health and Personal Care
open-ended,B000QF5NIS,"Oct 1, 2013",1380610800.0,What is the source of the soy in this product? Is it fermented?,,"Sorry, but I do not know.",Health and Personal Care
yes/no,B000QG1WPA,"Mar 30, 2014",1396162800.0,is corn non gmo?,?,Corn is only non gmo if it is clearly stated so on the packaging. I look for labels that say Organic and Non GMO on pretty much every food item I buy.,Health and Personal Care
open-ended,B000QG1WPA,"Mar 30, 2014",1396162800.0,what is hydrochloride?,,it's a salt,Health and Personal Care
open-ended,B000QG1WPA,"Sep 15, 2013",1379228400.0,how many mg of glucosamine and msm per tablet?,,"I have a Puritan Pride kosher one now that is glucomsamine hydrochloride (sp?) and this has 1,000 mg of glucosamine.",Health and Personal Care
yes/no,B000QGKHQA,"Jun 3, 2014",1401778800.0,is this actually ferrous gluconate as opposed to Ferrous sulfate?,?,"No. It is ferrous sulfate. I find the labeling annoyingly misleading, as it implies that it is something other than FeSO4. What the labels means is that each tablet contains 325 mg of ferrous sulfate, which contains 65 mg of elemental iron.",Health and Personal Care
open-ended,B000QGKHQA,"Dec 17, 2014",1418803200.0,What size is the pill? An asprin is the biggest I can swallow?,,"Yes, this is about the same size of a regular aspirin, however, it may bind you up trying to go to the bathroom. Eat a lot of suffrage!",Health and Personal Care
yes/no,B000QGKHQA,"Apr 3, 2015",1428044400.0,Does this contain any artificial colors?,N,"not that I know of... I need iron for anemic codition -- and switch between Nature Bounty NS nature made.. Each seems to work to keep #'s above the base line.. Had no problems wit this product.. both turn stool dark, but that is normal.. GOD LUCK & GOD BLESS",Health and Personal Care
yes/no,B000QGKHQA,2 days ago,,Could someone please write the ingredients from the label? There is no picture that shows the back of the bottle like in other products. thank you.,?,"Have changed to Natures Bounty for cost and stronger iron, doctor suggested that my iron shortage needed more umph !!!",Health and Personal Care
yes/no,B000QGKHQA,"Feb 26, 2015",1424937600.0,does it contain soy?,?,"Soy is not shown as an ingredient, but you should go to the Naturemade website to confirm.",Health and Personal Care
yes/no,B000QGKHQA,"Dec 4, 2014",1417680000.0,Are these gluten free?,?,It does not mention gluten in the list of ingredients. So there should not be any gluten.,Health and Personal Care
yes/no,B000QGKHQA,"Aug 29, 2014",1409295600.0,Are these pill coated?,N,I'm not sure but they are very easy to swallow so I'm assuming that they are coated enough that they don't create difficulty going down the throat.,Health and Personal Care
yes/no,B000QGKHQA,"Aug 24, 2014",1408863600.0,Is this stated for easy absorption on the bottle?,Y,"Yes. If you look at the picture of the box, it says so right on front.",Health and Personal Care
yes/no,B000QGKHQA,"Jul 20, 2014",1405839600.0,Can three of these pills per day turn your stool black,Y,"Yes, I think it can",Health and Personal Care
yes/no,B000QGKHQA,"Jun 25, 2014",1403679600.0,Are these meant for slow absorption as stated on the box?,Y,Yes it is meant for slow absorption. This brand is very good.,Health and Personal Care
yes/no,B000QHBILC,"Jan 25, 2015",1422172800.0,"The package in the picture says ""New &amp; Improved"". The box I received does not. Is the difference important?",?,We did not notice any real difference. Overall these are great vitamins and have had both types of boxes.,Health and Personal Care
